name,difficulty,would_take_again,num_ratings,quality,department,link
Ted Higgs,N/A,N/A,19 ratings,3.6,Classics,https://www.ratemyprofessors.com/professor/1271668
Mark Williams,N/A,N/A,1 ratings,5.0,Agriculture,https://www.ratemyprofessors.com/professor/1272543
Jeffrey Jones,N/A,N/A,13 ratings,3.1,Music,https://www.ratemyprofessors.com/professor/1273980
F. A. Thrift,N/A,N/A,8 ratings,3.4,Agriculture,https://www.ratemyprofessors.com/professor/1275353
Xiaoxu LI,N/A,N/A,4 ratings,3.5,Economics,https://www.ratemyprofessors.com/professor/1294053
James Ringe,100%,100%,7 ratings,4.3,Agriculture,https://www.ratemyprofessors.com/professor/1297213
Leslie Mattacola,N/A,N/A,1 ratings,5.0,Health Science,https://www.ratemyprofessors.com/professor/1299797
Gilson Capilouto,N/A,N/A,1 ratings,5.0,Health Science,https://www.ratemyprofessors.com/professor/1299799
Sharon Kopyc,N/A,N/A,2 ratings,2.5,Social Work,https://www.ratemyprofessors.com/professor/1300278
Amy Elizabeth McConnell,N/A,N/A,0 ratings,0.0,Psychology,https://www.ratemyprofessors.com/professor/1300279
Albert Kalim,100%,100%,4 ratings,5.0,Technology,https://www.ratemyprofessors.com/professor/1300280
Daniel Anderson,N/A,N/A,4 ratings,4.8,Languages,https://www.ratemyprofessors.com/professor/1303468
Elena Aldea,N/A,N/A,1 ratings,4.0,Languages,https://www.ratemyprofessors.com/professor/1284577
Cyndy Miller,N/A,N/A,9 ratings,4.7,Communication,https://www.ratemyprofessors.com/professor/1284716
Stephen Rankin,100%,100%,5 ratings,3.6,Engineering,https://www.ratemyprofessors.com/professor/1285108
Justin Spinks,0%,0%,12 ratings,2.5,Philosophy,https://www.ratemyprofessors.com/professor/1285517
Seth Lee,N/A,N/A,11 ratings,4.1,English,https://www.ratemyprofessors.com/professor/1286644
Kusum Singh,N/A,N/A,3 ratings,3.7,Economics,https://www.ratemyprofessors.com/professor/1287499
Kylie Goggins,N/A,N/A,7 ratings,3.6,Economics,https://www.ratemyprofessors.com/professor/1287538
Mark Keating,N/A,N/A,2 ratings,5.0,Agriculture,https://www.ratemyprofessors.com/professor/1287540
Matthew Zeckner,N/A,N/A,2 ratings,5.0,Mathematics,https://www.ratemyprofessors.com/professor/1310963
Brandon Abdon,N/A,N/A,5 ratings,4.7,Education,https://www.ratemyprofessors.com/professor/1312341
Juwanna Schuller,N/A,N/A,1 ratings,3.0,Nursing,https://www.ratemyprofessors.com/professor/1312850
Fran Hardin,N/A,N/A,1 ratings,5.0,Nursing,https://www.ratemyprofessors.com/professor/1312853
Edith Glazer,N/A,N/A,19 ratings,3.3,Chemistry,https://www.ratemyprofessors.com/professor/1313481
Ryan O'Rourke,N/A,N/A,3 ratings,4.5,French,https://www.ratemyprofessors.com/professor/1314945
Megan Nixon,N/A,N/A,0 ratings,0.0,Psychology,https://www.ratemyprofessors.com/professor/1314948
Christopher Crawford,80%,80%,6 ratings,3.6,Physics,https://www.ratemyprofessors.com/professor/1315537
Matthew Layton,N/A,N/A,2 ratings,3.8,Philosophy,https://www.ratemyprofessors.com/professor/1303544
Woo Chung,N/A,N/A,0 ratings,0.0,Social Work,https://www.ratemyprofessors.com/professor/1303790
Allison Flanagan-Jessee,N/A,N/A,1 ratings,2.0,Rehabilitation Counseling,https://www.ratemyprofessors.com/professor/1304784
Russell Henderson,N/A,N/A,3 ratings,4.2,Theater,https://www.ratemyprofessors.com/professor/1305380
Deeann Mansfield,N/A,N/A,4 ratings,4.3,Sociology,https://www.ratemyprofessors.com/professor/1309431
Mathias Detamore,N/A,N/A,1 ratings,4.5,Geography,https://www.ratemyprofessors.com/professor/1309591
George Tiser,N/A,N/A,4 ratings,2.9,Mathematics,https://www.ratemyprofessors.com/professor/1309872
Karon Harden,N/A,N/A,19 ratings,4.4,Communication,https://www.ratemyprofessors.com/professor/1310821
Richard Smooth,0%,0%,5 ratings,3.3,History,https://www.ratemyprofessors.com/professor/1320439
Whitney Kurtz-Ogilive,N/A,N/A,2 ratings,4.5,English,https://www.ratemyprofessors.com/professor/1327309
Beth Kelly,N/A,N/A,24 ratings,3.7,Mathematics,https://www.ratemyprofessors.com/professor/1328781
Dezirae Beck,N/A,N/A,1 ratings,5.0,French,https://www.ratemyprofessors.com/professor/1329586
Andrew Boulton,N/A,N/A,5 ratings,4.4,Geography,https://www.ratemyprofessors.com/professor/1329852
Paula Rosdatter,N/A,N/A,0 ratings,0.0,Women,https://www.ratemyprofessors.com/professor/1331562
Ashley Bourgeois,N/A,N/A,10 ratings,3.1,English,https://www.ratemyprofessors.com/professor/1333355
Tim Uhl,N/A,N/A,0 ratings,0.0,Health Science,https://www.ratemyprofessors.com/professor/1334124
Jordan Harp,N/A,N/A,0 ratings,0.0,Psychology,https://www.ratemyprofessors.com/professor/1318167
Jennifer Shalini Collins,N/A,N/A,2 ratings,2.8,Chemistry,https://www.ratemyprofessors.com/professor/1318345
Amanda Morris,N/A,N/A,5 ratings,3.5,English,https://www.ratemyprofessors.com/professor/1318762
William Andrus,N/A,N/A,0 ratings,0.0,Art,https://www.ratemyprofessors.com/professor/1319071
Laurie Lecompte,N/A,N/A,0 ratings,0.0,Languages,https://www.ratemyprofessors.com/professor/1319073
Heide Gluesing-Lueerssen,100%,100%,17 ratings,4.4,Mathematics,https://www.ratemyprofessors.com/professor/1319245
Lee Su-Mi,N/A,N/A,0 ratings,0.0,Political Science,https://www.ratemyprofessors.com/professor/1319432
Paul Koester,N/A,N/A,39 ratings,3.8,Mathematics,https://www.ratemyprofessors.com/professor/1319604
Joseph Fink,100%,100%,3 ratings,4.0,Pharmaceutical Sciences,https://www.ratemyprofessors.com/professor/1320198
Anne-Francis Miller,N/A,N/A,6 ratings,3.4,Chemistry,https://www.ratemyprofessors.com/professor/1334419
Raliegh Dailey,N/A,N/A,3 ratings,3.8,Music,https://www.ratemyprofessors.com/professor/1335866
Angela Schoergendorfer,N/A,N/A,0 ratings,0.0,Statistics,https://www.ratemyprofessors.com/professor/1336253
Takami Delisle,N/A,N/A,3 ratings,4.5,Anthropology,https://www.ratemyprofessors.com/professor/1337174
Elizabeth Labonty,25%,25%,19 ratings,3.7,Agriculture,https://www.ratemyprofessors.com/professor/1338731
Jill Stowe,N/A,N/A,2 ratings,4.3,Agriculture,https://www.ratemyprofessors.com/professor/1340092
Matthew Giancarlo,67%,67%,18 ratings,4.1,English,https://www.ratemyprofessors.com/professor/1340586
Arthur Bearman,N/A,N/A,22 ratings,3.1,Psychology,https://www.ratemyprofessors.com/professor/1341180
Adam Kirk,N/A,N/A,3 ratings,3.2,Engineering,https://www.ratemyprofessors.com/professor/1342985
Azhar Swanson,N/A,N/A,5 ratings,4.3,Languages,https://www.ratemyprofessors.com/professor/1343876
Daniel Potter,N/A,N/A,2 ratings,4.8,Agriculture,https://www.ratemyprofessors.com/professor/1343899
John Maki,N/A,N/A,16 ratings,3.0,Mathematics,https://www.ratemyprofessors.com/professor/1346173
Doug Anewalt,N/A,N/A,3 ratings,5.0,Mathematics,https://www.ratemyprofessors.com/professor/1346211
Miller Krause,N/A,N/A,0 ratings,0.0,Classics,https://www.ratemyprofessors.com/professor/1346249
Alicia Ruth,N/A,N/A,0 ratings,0.0,Music,https://www.ratemyprofessors.com/professor/1346287
James Gillette,100%,100%,9 ratings,4.5,Economics,https://www.ratemyprofessors.com/professor/1361546
Wayne Downs,N/A,N/A,4 ratings,5.0,Philosophy,https://www.ratemyprofessors.com/professor/1362249
Mike Bossick,N/A,N/A,1 ratings,4.5,Sociology,https://www.ratemyprofessors.com/professor/1363622
Jason Pieratt,N/A,N/A,0 ratings,0.0,Statistics,https://www.ratemyprofessors.com/professor/1363657
Priyanka Ghosh,N/A,N/A,5 ratings,1.3,Geology,https://www.ratemyprofessors.com/professor/1364452
Scarlett Wesley,100%,100%,7 ratings,4.0,Business,https://www.ratemyprofessors.com/professor/1365478
Russ Beck,100%,100%,3 ratings,4.2,English,https://www.ratemyprofessors.com/professor/1367833
Radhika Santhanam,N/A,N/A,1 ratings,5.0,Business,https://www.ratemyprofessors.com/professor/1370154
Margaret McGladrey,N/A,N/A,1 ratings,5.0,Communication,https://www.ratemyprofessors.com/professor/1352245
John Hack,N/A,N/A,4 ratings,4.9,Agriculture,https://www.ratemyprofessors.com/professor/1354614
Valerie Keathley,N/A,N/A,2 ratings,2.5,Geography,https://www.ratemyprofessors.com/professor/1354663
Jeniffer Mooney,N/A,N/A,3 ratings,4.8,Sociology,https://www.ratemyprofessors.com/professor/1356486
Aric Schadler,N/A,N/A,1 ratings,5.0,Statistics,https://www.ratemyprofessors.com/professor/1356521
Phillip Kraemer,58%,58%,17 ratings,3.0,Psychology,https://www.ratemyprofessors.com/professor/1357199
Derek Ruez,N/A,N/A,4 ratings,3.6,Sociology,https://www.ratemyprofessors.com/professor/1357487
John Rawls,100%,100%,4 ratings,2.9,Biology,https://www.ratemyprofessors.com/professor/1359957
Thomas Medley,N/A,N/A,1 ratings,3.5,Accounting,https://www.ratemyprofessors.com/professor/1361158
Julie Manrique,N/A,N/A,1 ratings,5.0,Languages,https://www.ratemyprofessors.com/professor/1384164
Furuzan Ozbek,N/A,N/A,2 ratings,4.0,Mathematics,https://www.ratemyprofessors.com/professor/1384522
Rebecca Mullen,N/A,N/A,3 ratings,2.8,English,https://www.ratemyprofessors.com/professor/1384712
Elizabeth Biebel,N/A,N/A,1 ratings,4.5,Sociology,https://www.ratemyprofessors.com/professor/1384713
Patrick Bigger,N/A,N/A,6 ratings,3.5,Geography,https://www.ratemyprofessors.com/professor/1385692
Kathryn Anthony,N/A,N/A,1 ratings,4.5,Communication,https://www.ratemyprofessors.com/professor/1385702
Rick Honaker,N/A,N/A,8 ratings,3.7,Engineering,https://www.ratemyprofessors.com/professor/1385828
Nicola Mason,N/A,N/A,4 ratings,4.3,Music,https://www.ratemyprofessors.com/professor/1386032
Trace Lasley,N/A,N/A,6 ratings,4.3,Political Science,https://www.ratemyprofessors.com/professor/1377515
Terry Anderson,N/A,N/A,2 ratings,3.8,Journalism,https://www.ratemyprofessors.com/professor/1378558
Michael Barrett,N/A,N/A,10 ratings,4.4,Agriculture,https://www.ratemyprofessors.com/professor/1379224
Mingzhen Bao,N/A,N/A,1 ratings,4.0,Languages,https://www.ratemyprofessors.com/professor/1379886
Don Helme,N/A,N/A,3 ratings,2.8,Communication,https://www.ratemyprofessors.com/professor/1381914
Horst Schach,N/A,N/A,2 ratings,2.0,Architecture,https://www.ratemyprofessors.com/professor/1382525
Michelle Catlin,34%,34%,14 ratings,4.0,Philosophy,https://www.ratemyprofessors.com/professor/1382544
Kimberly Michelle Goard,N/A,N/A,4 ratings,4.4,Philosophy,https://www.ratemyprofessors.com/professor/1384162
Lynn Celedran,N/A,N/A,2 ratings,5.0,Languages,https://www.ratemyprofessors.com/professor/1384163
Michael Braun,N/A,N/A,2 ratings,4.0,Art,https://www.ratemyprofessors.com/professor/1396594
James Marinelli,N/A,N/A,15 ratings,2.8,English,https://www.ratemyprofessors.com/professor/1398886
Alissa Lamb,N/A,N/A,1 ratings,4.5,Anthropology,https://www.ratemyprofessors.com/professor/1399226
Henry Howard,N/A,N/A,4 ratings,1.3,Mathematics,https://www.ratemyprofessors.com/professor/1399502
Tongxiao Catherine Zhang,N/A,N/A,2 ratings,5.0,Marketing,https://www.ratemyprofessors.com/professor/1403025
Cynthia Smith,N/A,N/A,1 ratings,3.0,Accounting,https://www.ratemyprofessors.com/professor/1403762
Scotty Adkins,100%,100%,12 ratings,4.6,English,https://www.ratemyprofessors.com/professor/1404902
Kelsey Hanrahan,0%,0%,6 ratings,2.0,Geography,https://www.ratemyprofessors.com/professor/1407354
Jennifer Collins,N/A,N/A,3 ratings,3.3,Chemistry,https://www.ratemyprofessors.com/professor/1408527
Sue Nokes,100%,100%,2 ratings,4.3,Engineering,https://www.ratemyprofessors.com/professor/1409902
Mel Coffee,75%,75%,12 ratings,4.1,Journalism,https://www.ratemyprofessors.com/professor/1410398
TY Camp,N/A,N/A,2 ratings,4.8,Philosophy,https://www.ratemyprofessors.com/professor/1411022
Heather Erwin,100%,100%,4 ratings,4.8,Physical Education,https://www.ratemyprofessors.com/professor/1411304
Wheeler Amy,N/A,N/A,2 ratings,1.5,English,https://www.ratemyprofessors.com/professor/1413988
Steve Issacs,100%,100%,3 ratings,4.7,Agriculture,https://www.ratemyprofessors.com/professor/1414576
Alice Bonaime,N/A,N/A,8 ratings,4.6,Finance,https://www.ratemyprofessors.com/professor/1416051
Boyd Shearer,100%,100%,4 ratings,4.6,Geography,https://www.ratemyprofessors.com/professor/1416188
Bradley Plaster,63%,63%,17 ratings,3.9,Physics,https://www.ratemyprofessors.com/professor/1416378
Dave Eberhard,N/A,N/A,1 ratings,5.0,English,https://www.ratemyprofessors.com/professor/1416642
Morgan Richardson,N/A,N/A,8 ratings,4.2,English,https://www.ratemyprofessors.com/professor/1416643
Jonathan Ross,N/A,N/A,8 ratings,4.2,Accounting,https://www.ratemyprofessors.com/professor/1417123
John Soward,100%,100%,1 ratings,4.0,Computer Science,https://www.ratemyprofessors.com/professor/1417725
Boshra Guardino,N/A,N/A,0 ratings,0.0,English,https://www.ratemyprofessors.com/professor/1417744
James Bartek,N/A,N/A,21 ratings,4.0,History,https://www.ratemyprofessors.com/professor/1420801
Brandon Isaac,N/A,N/A,6 ratings,3.4,Mathematics,https://www.ratemyprofessors.com/professor/1436141
Brandon Sheridan,N/A,N/A,7 ratings,4.8,Economics,https://www.ratemyprofessors.com/professor/1438336
H P Lovelace,N/A,N/A,2 ratings,4.5,Education,https://www.ratemyprofessors.com/professor/1438544
David Wilham,N/A,N/A,1 ratings,2.0,Communication,https://www.ratemyprofessors.com/professor/1439356
Elizabeth New,100%,100%,4 ratings,3.9,Anthropology,https://www.ratemyprofessors.com/professor/1440965
Melissa Moorer,N/A,N/A,1 ratings,4.5,Geography,https://www.ratemyprofessors.com/professor/1441081
Weifeng Zhi,N/A,N/A,1 ratings,2.0,Mathematics,https://www.ratemyprofessors.com/professor/1441471
AL Lederer,N/A,N/A,2 ratings,2.5,Information Science,https://www.ratemyprofessors.com/professor/1441789
Deborah Witham,N/A,N/A,0 ratings,0.0,Agriculture,https://www.ratemyprofessors.com/professor/1442006
J.W. Howard,N/A,N/A,3 ratings,4.2,History,https://www.ratemyprofessors.com/professor/1442867
Trent Parker,100%,100%,4 ratings,4.2,Family Studies,https://www.ratemyprofessors.com/professor/1442897
Walt Robertson,N/A,N/A,1 ratings,4.0,Agriculture,https://www.ratemyprofessors.com/professor/1443197
Linda McDaniel,N/A,N/A,8 ratings,2.9,Accounting,https://www.ratemyprofessors.com/professor/1447611
Cheryl Amstutz,N/A,N/A,1 ratings,5.0,Music,https://www.ratemyprofessors.com/professor/1447847
Leon Sachs,100%,100%,10 ratings,5.0,Modern and Classical Languages,https://www.ratemyprofessors.com/professor/1449698
Chad Reed,N/A,N/A,0 ratings,0.0,Education,https://www.ratemyprofessors.com/professor/1452607
Laura Coogan,N/A,N/A,4 ratings,4.4,Economics,https://www.ratemyprofessors.com/professor/1453047
Igor Sopronenko,N/A,N/A,1 ratings,2.5,Modern and Classical Languages,https://www.ratemyprofessors.com/professor/1457277
Pramod Poudel,N/A,N/A,1 ratings,4.5,Chemistry,https://www.ratemyprofessors.com/professor/1457632
Michael Toland,N/A,N/A,0 ratings,0.0,Education,https://www.ratemyprofessors.com/professor/1458058
Stan Heaton,N/A,N/A,6 ratings,5.0,English,https://www.ratemyprofessors.com/professor/1458189
Timothy Bradshaw,N/A,N/A,0 ratings,0.0,Biology,https://www.ratemyprofessors.com/professor/1463615
Suleiman A Darrat,N/A,N/A,2 ratings,2.8,Anthropology,https://www.ratemyprofessors.com/professor/1465835
Michael G Fried,100%,100%,1 ratings,5.0,Biology,https://www.ratemyprofessors.com/professor/1465929
Kimberly Claire,N/A,N/A,1 ratings,5.0,Family Studies,https://www.ratemyprofessors.com/professor/1466255
Amanda Fickey,N/A,N/A,2 ratings,3.3,Geography,https://www.ratemyprofessors.com/professor/1466730
Jonathan Riggs,N/A,N/A,0 ratings,0.0,English,https://www.ratemyprofessors.com/professor/1471426
Robert Rosenberg,50%,50%,6 ratings,3.6,Chemistry,https://www.ratemyprofessors.com/professor/1471630
Meredith Wise,N/A,N/A,1 ratings,3.5,Classics,https://www.ratemyprofessors.com/professor/1475154
Anna Manley,N/A,N/A,1 ratings,5.0,Political Science,https://www.ratemyprofessors.com/professor/1476514
Andrea Wilhoit,N/A,N/A,2 ratings,2.5,Languages,https://www.ratemyprofessors.com/professor/1477922
Tenzin Palkyi,N/A,N/A,1 ratings,4.0,Sociology,https://www.ratemyprofessors.com/professor/1480402
Melissa Newman,50%,50%,5 ratings,4.0,Management,https://www.ratemyprofessors.com/professor/1502568
Sandra Zupan,N/A,N/A,10 ratings,3.5,Geography,https://www.ratemyprofessors.com/professor/1508176
Jonathan Thompson,N/A,N/A,6 ratings,4.8,Mathematics,https://www.ratemyprofessors.com/professor/1508730
Amy Anderson,N/A,N/A,5 ratings,3.9,English,https://www.ratemyprofessors.com/professor/1509519
Meg Wallace,0%,0%,10 ratings,3.9,Philosophy,https://www.ratemyprofessors.com/professor/1510345
Eric Snyder,N/A,N/A,7 ratings,4.7,Physical Education,https://www.ratemyprofessors.com/professor/1511256
David Hunter,0%,0%,8 ratings,3.4,History,https://www.ratemyprofessors.com/professor/1512311
Adam Day,N/A,N/A,9 ratings,3.6,English,https://www.ratemyprofessors.com/professor/1512391
Thomas Lester,N/A,N/A,6 ratings,3.8,Engineering,https://www.ratemyprofessors.com/professor/1513445
Miranda Stewart,100%,100%,18 ratings,3.4,Communication,https://www.ratemyprofessors.com/professor/1513446
Paul Chamberlin,100%,100%,6 ratings,4.4,History,https://www.ratemyprofessors.com/professor/1513449
Christopher Little,N/A,N/A,3 ratings,4.7,Music,https://www.ratemyprofessors.com/professor/1513598
Kathleen Vidoloff,N/A,N/A,1 ratings,2.0,Communication,https://www.ratemyprofessors.com/professor/1513604
Andrea Neal-Malji,N/A,N/A,4 ratings,5.0,Political Science,https://www.ratemyprofessors.com/professor/1514454
Lauren Martin,N/A,N/A,1 ratings,3.0,Geography,https://www.ratemyprofessors.com/professor/1514841
Cynthia Zhang,N/A,N/A,2 ratings,1.0,Sociology,https://www.ratemyprofessors.com/professor/1516407
John Foster,N/A,N/A,0 ratings,0.0,Economics,https://www.ratemyprofessors.com/professor/1490943
Brian Cook,N/A,N/A,1 ratings,4.5,Not Specified,https://www.ratemyprofessors.com/professor/1493128
Allison Davis,N/A,N/A,1 ratings,5.0,Agriculture,https://www.ratemyprofessors.com/professor/1494790
Todd Jones,N/A,N/A,11 ratings,3.6,Music,https://www.ratemyprofessors.com/professor/1494866
Jonathan Francis,N/A,N/A,2 ratings,4.8,Communication,https://www.ratemyprofessors.com/professor/1496656
Christopher Oliver,N/A,N/A,24 ratings,3.2,Sociology,https://www.ratemyprofessors.com/professor/1496831
Rob Richerson,N/A,N/A,2 ratings,4.3,Marketing,https://www.ratemyprofessors.com/professor/1498011
Mahan Ellison,N/A,N/A,1 ratings,5.0,Languages,https://www.ratemyprofessors.com/professor/1516513
Kathryn Devine,N/A,N/A,3 ratings,4.5,French,https://www.ratemyprofessors.com/professor/1534718
JD Hammer,N/A,N/A,1 ratings,5.0,Chemistry,https://www.ratemyprofessors.com/professor/1535410
John Holloway,100%,100%,10 ratings,4.0,Theater,https://www.ratemyprofessors.com/professor/1536405
Jennifer Tullmann,N/A,N/A,14 ratings,3.6,Music,https://www.ratemyprofessors.com/professor/1538183
Maura Scott,N/A,N/A,2 ratings,4.5,Marketing,https://www.ratemyprofessors.com/professor/1541271
Daniel Harris,100%,100%,4 ratings,5.0,Computer Science,https://www.ratemyprofessors.com/professor/1541704
Fayin XU,N/A,N/A,8 ratings,3.8,Sociology,https://www.ratemyprofessors.com/professor/1543800
Kristen Eichorn/mcquerry,N/A,N/A,0 ratings,0.0,Statistics,https://www.ratemyprofessors.com/professor/1545408
Christy Leaver,N/A,N/A,1 ratings,4.0,Family Studies,https://www.ratemyprofessors.com/professor/1521987
Ralph Schoellhammer,N/A,N/A,6 ratings,4.5,Political Science,https://www.ratemyprofessors.com/professor/1522897
Randall Roorda,50%,50%,14 ratings,3.4,English,https://www.ratemyprofessors.com/professor/1523048
Daehyun Kim,N/A,N/A,6 ratings,3.5,Geography,https://www.ratemyprofessors.com/professor/1525232
Vershawn Young,N/A,N/A,9 ratings,3.4,English,https://www.ratemyprofessors.com/professor/1525526
Phil Swenson,N/A,N/A,9 ratings,2.8,English,https://www.ratemyprofessors.com/professor/1525579
Ken Yeargan,N/A,N/A,1 ratings,5.0,Science,https://www.ratemyprofessors.com/professor/1526205
Carlos Peña,N/A,N/A,2 ratings,4.3,Languages,https://www.ratemyprofessors.com/professor/1526533
Daniel Partin,N/A,N/A,1 ratings,5.0,Political Science,https://www.ratemyprofessors.com/professor/1528219
Jeffrey Vanasse,N/A,N/A,1 ratings,3.0,Mathematics,https://www.ratemyprofessors.com/professor/1529559
Brian Wallace,0%,0%,6 ratings,2.6,Education,https://www.ratemyprofessors.com/professor/1529940
Anubhav Pradeep,N/A,N/A,3 ratings,3.2,Statistics,https://www.ratemyprofessors.com/professor/1530291
John Grove,N/A,N/A,2 ratings,2.0,Agriculture,https://www.ratemyprofessors.com/professor/1530636
Jacqueline Couti,N/A,N/A,4 ratings,4.4,French,https://www.ratemyprofessors.com/professor/1531047
Casey Monday,N/A,N/A,5 ratings,3.9,Mathematics,https://www.ratemyprofessors.com/professor/1531777
Robert Dickes,67%,67%,16 ratings,4.5,Art,https://www.ratemyprofessors.com/professor/1538317
Hanbeom Jeong,N/A,N/A,1 ratings,1.0,Political Science,https://www.ratemyprofessors.com/professor/1563973
Dieter Hennings,100%,100%,6 ratings,4.3,Music,https://www.ratemyprofessors.com/professor/1564370
Christine Estler,N/A,N/A,0 ratings,0.0,Nutrition,https://www.ratemyprofessors.com/professor/1565490
Kris Morlen,N/A,N/A,1 ratings,4.5,Social Science,https://www.ratemyprofessors.com/professor/1570532
Elia Alvarez-Llamas,N/A,N/A,1 ratings,4.0,Languages,https://www.ratemyprofessors.com/professor/1570534
John Johnson,N/A,N/A,5 ratings,3.9,Sociology,https://www.ratemyprofessors.com/professor/1571907
Bonnie Smith,N/A,N/A,1 ratings,3.5,Mathematics,https://www.ratemyprofessors.com/professor/1572454
Lien-Hang Nguyen,N/A,N/A,4 ratings,4.8,History,https://www.ratemyprofessors.com/professor/1572648
Ryan Anderson,100%,100%,3 ratings,5.0,Anthropology,https://www.ratemyprofessors.com/professor/1573259
Daniel Corral,N/A,N/A,0 ratings,0.0,Mathematics,https://www.ratemyprofessors.com/professor/1575235
Marion Rust,100%,100%,6 ratings,4.1,English,https://www.ratemyprofessors.com/professor/1575253
Bill Maloney,N/A,N/A,2 ratings,3.0,Engineering,https://www.ratemyprofessors.com/professor/1575258
Kandice Gray,N/A,N/A,2 ratings,1.5,English,https://www.ratemyprofessors.com/professor/1576397
Sydney Porter,0%,0%,4 ratings,1.9,Accounting,https://www.ratemyprofessors.com/professor/1577244
Salma Begum,N/A,N/A,6 ratings,3.8,Economics,https://www.ratemyprofessors.com/professor/1577812
Alyssa MacLean,N/A,N/A,10 ratings,3.3,English,https://www.ratemyprofessors.com/professor/1578011
Claire Englebrecht,N/A,N/A,2 ratings,1.3,Economics,https://www.ratemyprofessors.com/professor/1578448
Tony Roccanova,N/A,N/A,0 ratings,0.0,Architecture,https://www.ratemyprofessors.com/professor/1585183
Daniel Puckett,N/A,N/A,3 ratings,4.5,French,https://www.ratemyprofessors.com/professor/1586465
Jason Helms,N/A,N/A,1 ratings,5.0,English,https://www.ratemyprofessors.com/professor/1587053
Sophia J. Wallace,N/A,N/A,4 ratings,3.1,Political Science,https://www.ratemyprofessors.com/professor/1592132
Craig Scott Hamilton,N/A,N/A,4 ratings,4.3,Mathematics,https://www.ratemyprofessors.com/professor/1592133
Mahmoud Boutaam,N/A,N/A,5 ratings,3.9,French,https://www.ratemyprofessors.com/professor/1595186
Allison Scott,100%,100%,10 ratings,4.8,Communication,https://www.ratemyprofessors.com/professor/1596586
Hennings Yeomans,N/A,N/A,0 ratings,0.0,Music,https://www.ratemyprofessors.com/professor/1600662
Paul Piwowarski,N/A,N/A,2 ratings,1.0,Computer Science,https://www.ratemyprofessors.com/professor/1600663
Jon Gaffney,N/A,N/A,2 ratings,4.8,Physics,https://www.ratemyprofessors.com/professor/1605192
Clare Batty,100%,100%,8 ratings,5.0,Philosophy,https://www.ratemyprofessors.com/professor/1605763
Natalie Nenadic,100%,100%,4 ratings,4.1,Philosophy,https://www.ratemyprofessors.com/professor/1605764
William Cooper,100%,100%,7 ratings,3.1,Economics,https://www.ratemyprofessors.com/professor/1609629
Marcus Doxey,N/A,N/A,6 ratings,2.5,Accounting,https://www.ratemyprofessors.com/professor/1611791
Elizabeth Kelly,N/A,N/A,0 ratings,0.0,Medicine,https://www.ratemyprofessors.com/professor/1611886
Lowdermilk John,N/A,N/A,1 ratings,5.0,Education,https://www.ratemyprofessors.com/professor/1639856
Edward Roualdes,N/A,N/A,1 ratings,4.5,Statistics,https://www.ratemyprofessors.com/professor/1645177
Matthew Pavelek,N/A,N/A,2 ratings,4.0,Communication,https://www.ratemyprofessors.com/professor/1646419
Matt Page,100%,100%,4 ratings,4.4,Animal Science,https://www.ratemyprofessors.com/professor/1647454
Kristen Kiernicki,N/A,N/A,4 ratings,3.1,Communication,https://www.ratemyprofessors.com/professor/1647468
Amber Stamper,N/A,N/A,2 ratings,5.0,English,https://www.ratemyprofessors.com/professor/1648578
Jenn Salamone,N/A,N/A,4 ratings,4.0,Music,https://www.ratemyprofessors.com/professor/1648838
Stephen Sturgeon,N/A,N/A,4 ratings,5.0,Mathematics,https://www.ratemyprofessors.com/professor/1648991
Hsain Iliahane,25%,25%,14 ratings,2.5,Anthropology,https://www.ratemyprofessors.com/professor/1614801
Carla Bevins,100%,100%,19 ratings,4.5,Communication,https://www.ratemyprofessors.com/professor/1615305
Tien Mun Yee,N/A,N/A,1 ratings,3.5,Engineering,https://www.ratemyprofessors.com/professor/1615754
Angelica Galvan,N/A,N/A,1 ratings,5.0,Languages,https://www.ratemyprofessors.com/professor/1619918
Waylon Bigsby,N/A,N/A,2 ratings,3.0,Art,https://www.ratemyprofessors.com/professor/1623695
Magdalena Muchlinski,N/A,N/A,58 ratings,4.0,Nursing,https://www.ratemyprofessors.com/professor/1625240
Juila Hall,50%,50%,2 ratings,1.5,Nursing,https://www.ratemyprofessors.com/professor/1625423
Ben Triana,N/A,N/A,10 ratings,3.7,Communication,https://www.ratemyprofessors.com/professor/1627699
Nicholas Kirby,N/A,N/A,7 ratings,4.1,Mathematics,https://www.ratemyprofessors.com/professor/1631101
Kyle Craft-Jenkins,N/A,N/A,2 ratings,4.5,English,https://www.ratemyprofessors.com/professor/1631711
Julia Hall,0%,0%,1 ratings,2.0,Nursing,https://www.ratemyprofessors.com/professor/1632478
John Connell,N/A,N/A,2 ratings,5.0,Physics,https://www.ratemyprofessors.com/professor/1634112
Aleka Schortman,N/A,N/A,4 ratings,3.4,Anthropology,https://www.ratemyprofessors.com/professor/1639423
Debra Huss,N/A,N/A,2 ratings,2.8,Psychology,https://www.ratemyprofessors.com/professor/1639827
Rachel Steffens,N/A,N/A,1 ratings,5.0,Psychology,https://www.ratemyprofessors.com/professor/1639830
Ashlee Crump,N/A,N/A,2 ratings,4.8,Education,https://www.ratemyprofessors.com/professor/1639841
Angela Aaron,N/A,N/A,9 ratings,4.9,Education,https://www.ratemyprofessors.com/professor/1639846
Greg Bocchino,N/A,N/A,2 ratings,4.8,Arts & Sciences,https://www.ratemyprofessors.com/professor/1639850
